,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
22441,Apartamento,Copacabana,4,1,0,206,3200.0,1780.0,527.0
22442,Apartamento,Pechincha,2,1,1,60,1400.0,611.0,74.0
22443,Apartamento,Pechincha,2,1,1,65,1000.0,557.0,627.0
22444,Apartamento,Santa Teresa,1,0,0,36,1400.0,435.0,13.0
22445,Apartamento,Recreio dos Bandeirantes,2,1,1,90,1600.0,650.0,120.0
22448,Apartamento,Flamengo,1,0,0,50,1850.0,493.0,0.0
22449,Apartamento,Barra da Tijuca,2,1,1,84,2200.0,1327.0,0.0
22451,Apartamento,Maracanã,3,1,2,109,2000.0,725.0,198.0
22452,Apartamento,Barra da Tijuca,2,1,1,80,4000.0,1050.0,150.0
22453,Apartamento,Higienópolis,2,0,0,52,800.0,200.0,0.0
22455,Apartamento,Copacabana,3,1,0,180,3500.0,1048.0,388.0
22456,Apartamento,Campo Grande,2,0,0,46,780.0,70.0,0.0
22457,Apartamento,Leblon,3,2,1,150,4300.0,1500.0,646.0
22458,Apartamento,Recreio dos Bandeirantes,2,2,1,70,1600.0,770.0,93.0
22459,Apartamento,Humaitá,3,2,2,160,6000.0,2500.0,200.0
22460,Apartamento,Turiaçu,2,0,0,50,650.0,45.0,0.0
22463,Apartamento,Recreio dos Bandeirantes,2,1,1,130,2000.0,679.0,0.0
22464,Apartamento,Méier,3,1,0,82,1000.0,628.0,61.0
22467,Apartamento,Barra da Tijuca,3,0,1,312,3000.0,2405.0,0.0
22469,Apartamento,Recreio dos Bandeirantes,2,1,1,76,1500.0,497.0,109.0
22470,Apartamento,Copacabana,1,0,0,52,2300.0,542.0,75.0
22477,Apartamento,Barra da Tijuca,2,1,1,65,1650.0,1326.0,0.0
22479,Apartamento,Barra da Tijuca,4,3,2,220,5000.0,2000.0,545.0
22480,Apartamento,Barra da Tijuca,2,1,1,76,3000.0,1220.0,0.0
22481,Apartamento,Humaitá,3,0,1,100,2800.0,1560.0,105.0
22483,Apartamento,Leblon,3,2,2,150,9900.0,1570.0,400.0
22486,Apartamento,Recreio dos Bandeirantes,3,1,1,90,2000.0,649.0,245.0
22487,Apartamento,Recreio dos Bandeirantes,2,1,1,75,1800.0,672.0,20.0
22488,Apartamento,Ipanema,2,0,0,81,3200.0,783.0,227.0
22491,Apartamento,Ipanema,3,1,1,140,7000.0,2900.0,500.0
22493,Apartamento,Quintino Bocaiúva,1,0,0,60,700.0,270.0,0.0
22495,Apartamento,Barra da Tijuca,4,3,2,160,4800.0,1400.0,605.0
22497,Apartamento,Estácio,2,1,0,71,1400.0,640.0,63.0
22498,Apartamento,Santa Teresa,3,0,1,115,1550.0,300.0,0.0
22499,Apartamento,Centro,2,0,0,52,1700.0,454.0,51.0
22503,Apartamento,Leme,2,1,1,77,3500.0,1100.0,221.0
22505,Apartamento,Pechincha,2,1,1,65,1000.0,620.0,79.0
22506,Apartamento,Ipanema,3,0,1,300,6300.0,1000.0,500.0
22507,Apartamento,Gávea,2,1,0,70,3400.0,691.0,90.0
22509,Apartamento,Jardim Botânico,3,2,1,145,4200.0,1575.0,0.0
22511,Apartamento,Copacabana,2,0,1,110,6300.0,750.0,300.0
22512,Apartamento,Cachambi,2,1,0,70,1100.0,573.0,17.0
22513,Apartamento,Barra da Tijuca,4,3,1,190,8000.0,2504.0,667.0
22516,Apartamento,Ipanema,1,1,0,41,2200.0,650.0,27.0
22517,Apartamento,Copacabana,2,2,1,120,4500.0,908.0,149.0
22518,Apartamento,Copacabana,3,0,0,120,3800.0,749.0,147.0
22519,Apartamento,Leblon,2,0,0,80,6000.0,1480.0,0.0
22520,Apartamento,Rio Comprido,2,1,0,82,1700.0,515.0,0.0
22524,Apartamento,Leblon,2,1,0,82,4200.0,1500.0,150.0
22525,Apartamento,Botafogo,3,1,1,108,6000.0,1380.0,364.0
22527,Apartamento,Barra da Tijuca,4,3,1,180,8000.0,2400.0,6670.0
22530,Apartamento,Barra da Tijuca,1,1,1,80,2200.0,1061.0,161.0
22532,Apartamento,Vila Valqueire,3,1,1,107,1500.0,566.0,95.0
22533,Apartamento,Ipanema,3,2,1,150,5500.0,2500.0,448.0
22534,Apartamento,Flamengo,2,0,0,74,2100.0,649.0,136.0
22535,Apartamento,Humaitá,3,1,1,100,4000.0,1500.0,170.0
22536,Apartamento,Copacabana,4,1,1,380,8000.0,2092.0,0.0
22537,Apartamento,Copacabana,2,1,0,105,2000.0,1294.0,228.0
22539,Apartamento,Barra da Tijuca,1,1,1,80,2000.0,1125.0,347.0
22542,Apartamento,Botafogo,3,2,1,170,4000.0,1900.0,3170.0
22543,Apartamento,Barra da Tijuca,4,3,3,153,6500.0,2300.0,0.0
22545,Apartamento,Vargem Grande,2,1,0,48,1700.0,500.0,0.0
22546,Apartamento,Copacabana,4,1,0,155,5000.0,1500.0,320.0
22547,Apartamento,Barra da Tijuca,2,2,1,137,6000.0,2816.0,646.0
22551,Apartamento,Jardim Botânico,1,1,0,80,3000.0,850.0,229.0
22555,Apartamento,Freguesia (Jacarepaguá),2,1,1,92,1400.0,900.0,0.0
22562,Apartamento,Botafogo,2,1,0,103,2600.0,950.0,233.0
22563,Apartamento,Copacabana,2,1,1,95,6500.0,800.0,230.0
22565,Apartamento,Copacabana,2,0,0,65,2600.0,520.0,125.0
22566,Apartamento,Barra da Tijuca,1,1,0,52,2600.0,2600.0,338.0
22567,Apartamento,Laranjeiras,3,1,0,120,3000.0,1002.0,0.0
22568,Apartamento,Copacabana,2,0,0,100,4000.0,1100.0,0.0
22572,Apartamento,Ipanema,1,1,0,52,2800.0,600.0,200.0
22574,Apartamento,Laranjeiras,2,0,0,88,2400.0,650.0,105.0
22578,Apartamento,Barra da Tijuca,3,1,1,70,2500.0,925.0,0.0
22581,Apartamento,Ipanema,4,2,1,270,8000.0,1471.0,593.0
22582,Apartamento,Maracanã,2,0,0,62,1800.0,400.0,0.0
22583,Apartamento,Tijuca,2,0,0,70,1800.0,645.0,52.0
22584,Apartamento,Recreio dos Bandeirantes,3,1,2,167,3500.0,1013.0,389.0
22585,Apartamento,Botafogo,3,2,3,220,9200.0,3113.0,437.0
22587,Apartamento,Tijuca,3,1,1,108,1400.0,684.0,93.0
22588,Apartamento,Laranjeiras,3,0,0,90,2300.0,700.0,129.0
22589,Apartamento,Ipanema,3,1,0,170,5000.0,2600.0,300.0
22594,Apartamento,Lagoa,2,0,0,60,4000.0,650.0,160.0
22597,Apartamento,Copacabana,1,0,0,50,2800.0,1.0,1.0
22598,Apartamento,Cachambi,2,1,0,70,1200.0,550.0,0.0
22599,Apartamento,Copacabana,1,0,0,41,1200.0,655.0,0.0
22600,Apartamento,Barra da Tijuca,3,2,1,101,2700.0,1438.0,120.0
22601,Apartamento,Praça Seca,2,1,0,86,800.0,726.0,68.0
22603,Apartamento,Flamengo,2,0,0,79,2400.0,632.0,113.0
22604,Apartamento,Barra da Tijuca,3,2,1,117,4500.0,1085.0,680.0
22605,Apartamento,Recreio dos Bandeirantes,2,1,1,92,2100.0,560.0,210.0
22609,Apartamento,Cavalcanti,3,1,0,62,590.0,256.0,0.0
22612,Apartamento,Curicica,2,1,0,50,1100.0,400.0,0.0
22614,Apartamento,Copacabana,2,0,0,85,2300.0,662.0,114.0
22616,Apartamento,Laranjeiras,2,1,0,69,3000.0,905.0,0.0
22617,Apartamento,Barra da Tijuca,2,1,1,88,2300.0,1263.0,218.0
22618,Apartamento,Botafogo,3,1,2,160,5900.0,1420.0,0.0
22621,Apartamento,Barra da Tijuca,2,1,1,106,4000.0,1536.0,525.0
22623,Apartamento,Lagoa,2,1,1,85,3150.0,870.0,337.0
22624,Apartamento,Vila Isabel,2,2,1,114,2800.0,800.0,184.0
22626,Apartamento,Flamengo,3,1,1,250,6000.0,2024.0,730.0
22628,Apartamento,Copacabana,2,0,0,105,2800.0,680.0,160.0
22629,Apartamento,Barra da Tijuca,4,2,1,220,7000.0,1700.0,540.0
22631,Apartamento,Humaitá,2,2,1,130,4200.0,970.0,279.0
22632,Apartamento,Tijuca,1,0,0,45,1150.0,458.0,46.0
22633,Apartamento,Tijuca,3,0,1,120,2000.0,420.0,120.0
22636,Apartamento,Flamengo,2,0,0,68,1900.0,490.0,100.0
22637,Apartamento,Copacabana,2,0,0,79,2200.0,663.0,0.0
22638,Apartamento,Copacabana,3,1,1,170,4000.0,1700.0,366.0
22639,Apartamento,Leblon,3,1,1,155,7000.0,2760.0,592.0
22641,Apartamento,Copacabana,3,1,1,140,5000.0,1200.0,327.0
22646,Apartamento,Ipanema,3,2,1,160,6300.0,2200.0,495.0
22647,Apartamento,Centro,1,0,0,40,1300.0,460.0,0.0
22649,Apartamento,Pechincha,2,1,1,70,2000.0,735.0,87.0
22650,Apartamento,Barra da Tijuca,3,2,2,200,8000.0,3246.0,0.0
22652,Apartamento,Recreio dos Bandeirantes,3,3,2,195,3000.0,750.0,434.0
22654,Apartamento,Copacabana,1,0,0,35,1900.0,466.0,68.0
22656,Apartamento,Tijuca,2,0,0,60,1500.0,280.0,50.0
22657,Apartamento,Flamengo,4,0,0,195,3200.0,1583.0,376.0
22659,Apartamento,Flamengo,1,0,0,49,1600.0,485.0,0.0
22663,Apartamento,Madureira,2,1,0,48,1200.0,400.0,28.0
22664,Apartamento,Humaitá,2,1,1,90,3000.0,840.0,190.0
22666,Apartamento,Copacabana,3,0,0,160,4900.0,726.0,128.0
22670,Apartamento,Botafogo,2,1,0,62,2200.0,740.0,0.0
22671,Apartamento,Laranjeiras,3,2,2,175,5400.0,1696.0,0.0
22672,Apartamento,Botafogo,2,0,0,83,2499.0,550.0,132.0
22673,Apartamento,Barra da Tijuca,4,2,2,140,4000.0,1770.0,690.0
22674,Apartamento,Barra da Tijuca,3,2,1,86,2700.0,580.0,0.0
22677,Apartamento,Laranjeiras,2,1,0,70,2300.0,772.0,143.0
22678,Apartamento,Leblon,2,2,0,80,3200.0,1121.0,345.0
22679,Apartamento,Méier,2,1,0,100,1400.0,250.0,100.0
22680,Apartamento,Leme,2,0,0,75,2600.0,878.0,0.0
22682,Apartamento,Barra da Tijuca,2,2,1,111,6000.0,3654.0,624.0
22683,Apartamento,Barra da Tijuca,2,1,1,80,2800.0,1300.0,150.0
22684,Apartamento,Barra da Tijuca,2,1,1,70,2000.0,950.0,90.0
22685,Apartamento,Copacabana,2,0,0,54,2000.0,745.0,74.0
22686,Apartamento,Encantado,2,1,0,55,850.0,295.0,15.0
22687,Apartamento,Copacabana,1,0,0,45,1700.0,528.0,71.0
22689,Apartamento,Ipanema,3,2,1,124,6800.0,2391.0,409.0
22691,Apartamento,Barra da Tijuca,3,2,1,90,2200.0,1181.0,0.0
22693,Apartamento,Vila Isabel,3,1,1,103,1700.0,1161.0,164.0
22696,Apartamento,Copacabana,4,0,1,256,4500.0,2500.0,300.0
22697,Apartamento,Glória,1,0,0,35,1150.0,350.0,25.0
22700,Apartamento,Barra da Tijuca,4,2,2,170,7000.0,1138.0,330.0
22701,Apartamento,Tijuca,3,1,0,180,1500.0,1200.0,200.0
22702,Apartamento,Copacabana,2,0,1,75,4500.0,1603.0,10.0
22703,Apartamento,Península,4,3,3,156,8500.0,2300.0,345.0
22704,Apartamento,Jardim Botânico,4,2,1,220,8500.0,1900.0,300.0
22707,Apartamento,Copacabana,1,0,0,45,1600.0,595.0,0.0
22709,Apartamento,Humaitá,2,1,1,73,3300.0,781.0,0.0
22710,Apartamento,Campo Grande,3,0,0,58,850.0,290.0,0.0
22711,Apartamento,Ipanema,3,1,1,130,7000.0,1000.0,120.0
22713,Apartamento,Botafogo,1,1,1,45,3600.0,883.0,298.0
22714,Apartamento,Barra da Tijuca,3,0,1,121,4499.0,1750.0,400.0
22716,Apartamento,Praça Seca,2,1,0,60,1150.0,550.0,1.0
22721,Apartamento,Laranjeiras,3,1,0,170,4200.0,1500.0,180.0
22722,Apartamento,Ipanema,4,2,2,163,5500.0,2300.0,400.0
22723,Apartamento,Tijuca,2,1,0,62,1500.0,477.0,50.0
22724,Apartamento,Lagoa,2,1,1,96,2799.0,1750.0,300.0
22726,Apartamento,Barra da Tijuca,2,2,2,80,2800.0,1200.0,0.0
22728,Apartamento,Tauá,2,1,0,82,1400.0,200.0,0.0
22729,Apartamento,Barra da Tijuca,2,1,1,70,1800.0,928.0,1453.0
22731,Apartamento,Laranjeiras,3,1,1,96,2900.0,1210.0,156.0
22737,Apartamento,Recreio dos Bandeirantes,3,2,1,90,2500.0,564.0,175.0
22738,Apartamento,Botafogo,4,1,2,110,6000.0,1380.0,360.0
22742,Apartamento,Bonsucesso,3,1,0,91,1500.0,300.0,0.0
22743,Apartamento,Leblon,2,1,1,94,6700.0,1211.0,320.0
22745,Apartamento,Engenho da Rainha,2,2,0,84,900.0,530.0,0.0
22749,Apartamento,Barra da Tijuca,3,2,1,193,4200.0,3000.0,900.0
22750,Apartamento,Jardim Botânico,4,2,1,145,6000.0,1130.0,390.0
22751,Apartamento,Campo Grande,4,2,2,160,1900.0,880.0,0.0
22752,Apartamento,Barra da Tijuca,3,2,2,120,3500.0,1800.0,377.0
22755,Apartamento,Tijuca,2,1,1,97,1900.0,940.0,195.0
22756,Apartamento,Botafogo,3,1,0,120,2200.0,1085.0,189.0
22758,Apartamento,Barra da Tijuca,2,1,0,62,2300.0,1100.0,179.0
22759,Apartamento,Ipanema,2,1,2,115,8000.0,2520.0,777.0
22760,Apartamento,Leme,2,0,0,75,2800.0,430.0,0.0
22761,Apartamento,Curicica,4,2,3,191,2500.0,1044.0,267.0
22763,Apartamento,Barra da Tijuca,1,1,0,47,1500.0,1624.0,440.0
22767,Apartamento,Flamengo,2,1,1,68,4000.0,966.0,0.0
22768,Apartamento,Laranjeiras,2,1,0,87,2400.0,718.0,130.0
22771,Apartamento,Copacabana,3,1,0,106,3300.0,1200.0,230.0
22772,Apartamento,Ipanema,2,0,0,100,2700.0,1600.0,244.0
22773,Apartamento,Campo Grande,2,1,0,60,1400.0,490.0,0.0
22776,Apartamento,Barra da Tijuca,2,1,1,86,2500.0,1300.0,170.0
22777,Apartamento,Freguesia (Jacarepaguá),3,2,1,110,2500.0,990.0,120.0
22779,Apartamento,Recreio dos Bandeirantes,2,1,1,100,1700.0,670.0,0.0
22782,Apartamento,Gávea,2,1,1,100,2600.0,1230.0,0.0
22783,Apartamento,Barra da Tijuca,3,2,3,105,3300.0,1500.0,270.0
22790,Apartamento,Botafogo,1,0,0,56,1500.0,650.0,0.0
22791,Apartamento,Ipanema,2,1,1,90,8000.0,4000.0,800.0
22794,Apartamento,Barra da Tijuca,3,3,3,169,5000.0,2215.0,0.0
22796,Apartamento,Campo Grande,2,1,0,48,1500.0,380.0,0.0
22800,Apartamento,Tijuca,2,1,1,87,2200.0,871.0,145.0
22802,Apartamento,Barra da Tijuca,3,2,1,210,6200.0,2250.0,450.0
22803,Apartamento,Laranjeiras,2,1,0,75,2800.0,880.0,0.0
22805,Apartamento,Ipanema,1,0,1,55,2800.0,778.0,0.0
22806,Apartamento,Barra da Tijuca,1,1,1,45,1500.0,670.0,1.0
22808,Apartamento,Barra da Tijuca,3,1,1,125,5500.0,1710.0,200.0
22809,Apartamento,Gávea,1,1,0,50,2700.0,691.0,132.0
22810,Apartamento,Jacarepaguá,3,1,1,63,1400.0,550.0,60.0
22812,Apartamento,Barra da Tijuca,2,1,1,80,2700.0,1500.0,200.0
22813,Apartamento,Tijuca,3,1,0,100,1400.0,864.0,112.0
22815,Apartamento,Leblon,3,1,1,100,5900.0,1200.0,480.0
22818,Apartamento,Vila da Penha,2,1,0,65,1300.0,100.0,0.0
22819,Apartamento,Barra da Tijuca,4,2,2,140,6000.0,1280.0,830.0
22821,Apartamento,Leblon,1,1,0,48,3200.0,670.0,89.0
22824,Apartamento,Botafogo,1,1,1,65,2300.0,603.0,0.0
22826,Apartamento,Recreio dos Bandeirantes,2,1,1,62,1600.0,420.0,0.0
22827,Apartamento,Copacabana,3,1,1,150,6000.0,2600.0,0.0
22829,Apartamento,Recreio dos Bandeirantes,2,1,2,74,2300.0,1350.0,126.0
22831,Apartamento,Cachambi,2,1,1,60,1600.0,350.0,0.0
22835,Apartamento,Maracanã,2,1,0,82,1800.0,700.0,0.0
22837,Apartamento,Grajaú,3,1,0,95,1000.0,924.0,98.0
22838,Apartamento,Cachambi,3,0,0,61,900.0,360.0,16.0
22839,Apartamento,Barra da Tijuca,3,2,1,141,3300.0,1301.0,352.0
22840,Apartamento,Ipanema,3,0,0,156,4700.0,1180.0,0.0
22842,Apartamento,Ipanema,1,0,1,40,6500.0,520.0,106.0
22843,Apartamento,Engenho Novo,2,1,0,50,900.0,250.0,18.0
22844,Apartamento,Recreio dos Bandeirantes,3,3,2,350,4500.0,1600.0,870.0
22845,Apartamento,Flamengo,2,1,0,90,3000.0,750.0,200.0
22846,Apartamento,Ipanema,3,2,1,120,7000.0,2000.0,520.0
22847,Apartamento,Camorim,3,2,1,73,1900.0,760.0,79.0
22848,Apartamento,Centro,0,0,0,145,6000.0,3796.0,940.0
22849,Apartamento,Ipanema,2,1,0,80,3600.0,1300.0,145.0
22850,Apartamento,Recreio dos Bandeirantes,3,2,1,100,2300.0,650.0,135.0
22851,Apartamento,Recreio dos Bandeirantes,3,2,1,90,1850.0,1245.0,135.0
22853,Apartamento,Barra da Tijuca,2,1,1,69,2000.0,960.0,67.0
22859,Apartamento,Ipanema,2,1,1,87,3700.0,1400.0,288.0
22861,Apartamento,Copacabana,3,1,1,115,4500.0,757.0,251.0
22862,Apartamento,Botafogo,2,1,0,80,2600.0,835.0,120.0
22865,Apartamento,Barra da Tijuca,2,2,2,120,4500.0,2352.0,587.0
22866,Apartamento,Jardim Guanabara,3,0,1,80,1900.0,480.0,750.0
22867,Apartamento,Recreio dos Bandeirantes,2,2,1,76,1600.0,600.0,120.0
22868,Apartamento,Recreio dos Bandeirantes,3,2,1,90,1800.0,650.0,800.0
22869,Apartamento,Barra da Tijuca,3,3,3,180,7000.0,2000.0,494.0
22873,Apartamento,Tijuca,2,1,0,73,1950.0,700.0,70.0
22874,Apartamento,Copacabana,2,1,1,85,3700.0,1033.0,170.0
22877,Apartamento,Recreio dos Bandeirantes,2,1,1,56,1400.0,438.0,0.0
22879,Apartamento,Engenho Novo,2,0,0,80,1400.0,205.0,35.0
22881,Apartamento,Copacabana,3,0,0,105,3000.0,1250.0,0.0
22882,Apartamento,Ipanema,3,1,1,107,6500.0,1260.0,240.0
22884,Apartamento,São Cristóvão,3,0,0,74,2400.0,280.0,12.0
22885,Apartamento,Barra da Tijuca,1,1,0,70,1490.0,790.0,240.0
22886,Apartamento,Lagoa,2,1,1,85,3200.0,1240.0,229.0
22888,Apartamento,Centro,1,0,0,47,950.0,250.0,0.0
22889,Apartamento,Tijuca,2,1,1,75,1900.0,600.0,49.0
22894,Apartamento,Recreio dos Bandeirantes,2,1,1,85,2000.0,700.0,0.0
22895,Apartamento,Tijuca,1,1,0,63,1400.0,675.0,72.0
22896,Apartamento,Copacabana,2,1,1,115,3800.0,1150.0,0.0
22897,Apartamento,Copacabana,3,1,1,130,6000.0,1300.0,178.0
22898,Apartamento,Botafogo,3,2,1,118,3500.0,1260.0,250.0
22899,Apartamento,Recreio dos Bandeirantes,4,3,4,230,3400.0,1261.0,550.0
22904,Apartamento,Barra da Tijuca,3,1,1,85,1600.0,928.0,0.0
22906,Apartamento,Leblon,3,2,1,110,5500.0,1030.0,350.0
22908,Apartamento,Leblon,4,2,1,156,6900.0,1563.0,366.0
22909,Apartamento,Barra da Tijuca,2,1,1,73,2500.0,1195.0,213.0
22912,Apartamento,Praça Seca,1,1,0,56,900.0,240.0,125.0
22913,Apartamento,Recreio dos Bandeirantes,4,2,2,160,1900.0,912.0,160.0
22914,Apartamento,Barra da Tijuca,2,1,1,140,4500.0,910.0,420.0
22917,Apartamento,Recreio dos Bandeirantes,2,0,1,80,2000.0,1210.0,150.0
22921,Apartamento,Laranjeiras,1,1,0,40,2000.0,903.0,80.0
22922,Apartamento,Copacabana,3,1,1,170,3500.0,1900.0,0.0
22925,Apartamento,Copacabana,3,0,1,113,3500.0,1100.0,0.0
22927,Apartamento,Leblon,4,2,2,160,7000.0,1930.0,600.0
22931,Apartamento,Lagoa,4,2,1,250,7500.0,2700.0,800.0
22933,Apartamento,Vila Kosmos,3,0,0,78,1380.0,200.0,0.0
22934,Apartamento,Leme,3,1,0,114,2980.0,560.0,0.0
22936,Apartamento,Recreio dos Bandeirantes,3,1,1,85,2000.0,1200.0,203.0
22937,Apartamento,São Cristóvão,2,0,0,58,900.0,591.0,0.0
22939,Apartamento,Engenho de Dentro,2,1,1,75,1300.0,676.0,52.0
22941,Apartamento,Recreio dos Bandeirantes,3,1,1,81,2400.0,800.0,140.0
22942,Apartamento,Lagoa,4,3,1,240,7500.0,2700.0,800.0
22943,Apartamento,Campo Grande,2,1,0,53,700.0,130.0,0.0
22946,Apartamento,Leblon,3,2,1,135,7000.0,1580.0,530.0
22947,Apartamento,Copacabana,3,0,1,90,4000.0,618.0,171.0
22948,Apartamento,Tijuca,3,1,0,98,2300.0,890.0,106.0
22952,Apartamento,Tijuca,2,0,0,61,1500.0,500.0,0.0
22954,Apartamento,Ipanema,1,2,1,64,3770.0,1700.0,230.0
22956,Apartamento,Grajaú,2,1,1,71,1700.0,863.0,0.0
22958,Apartamento,Recreio dos Bandeirantes,3,2,1,127,2600.0,1100.0,0.0
22959,Apartamento,Copacabana,2,1,1,62,1900.0,1750.0,150.0
22960,Apartamento,Recreio dos Bandeirantes,4,3,3,190,3200.0,1200.0,300.0
22962,Apartamento,Ipanema,2,1,1,85,5000.0,5000.0,25.0
22966,Apartamento,Leblon,1,0,1,90,5900.0,1515.0,599.0
22967,Apartamento,Barra da Tijuca,3,2,1,127,3500.0,1577.0,3025.0
22968,Apartamento,Barra da Tijuca,4,4,4,293,9000.0,4200.0,0.0
22969,Apartamento,Copacabana,3,2,0,210,6600.0,1600.0,0.0
22972,Apartamento,Leblon,3,2,1,200,8700.0,2792.0,0.0
22973,Apartamento,Copacabana,1,0,0,40,1500.0,500.0,28.0
22974,Apartamento,Maracanã,3,0,1,102,1300.0,811.0,106.0
22976,Apartamento,Barra da Tijuca,3,2,2,112,2900.0,1850.0,280.0
22977,Apartamento,Botafogo,1,0,1,35,1700.0,204.0,25.0
22979,Apartamento,Copacabana,3,1,1,170,4500.0,1400.0,260.0
22980,Apartamento,Barra da Tijuca,2,1,0,57,1380.0,665.0,105.0
22981,Apartamento,Flamengo,2,1,1,98,3300.0,1400.0,200.0
22982,Apartamento,Barra da Tijuca,2,1,2,100,3900.0,1315.0,260.0
22983,Apartamento,Catete,1,0,0,31,1300.0,390.0,24.0
22984,Apartamento,Leblon,2,1,0,103,6500.0,1150.0,332.0
22987,Apartamento,Centro,1,0,0,30,800.0,280.0,24.0
22988,Apartamento,Flamengo,3,1,1,250,7000.0,1517.0,612.0
22990,Apartamento,Copacabana,3,0,0,120,3500.0,990.0,250.0
22992,Apartamento,Centro,1,0,0,25,1000.0,280.0,0.0
22993,Apartamento,Barra da Tijuca,2,1,1,81,1700.0,1150.0,100.0
22994,Apartamento,Barra da Tijuca,3,2,1,193,6000.0,1833.0,864.0
22995,Apartamento,Leblon,4,2,1,200,6500.0,1100.0,470.0
22996,Apartamento,Copacabana,1,0,0,38,1500.0,331.0,24.0
23000,Apartamento,Ipanema,1,0,0,50,2000.0,520.0,23.0
23001,Apartamento,Copacabana,2,0,0,80,2000.0,1116.0,80.0
23003,Apartamento,Freguesia (Jacarepaguá),4,2,1,128,3200.0,1020.0,250.0
23005,Apartamento,Copacabana,3,1,2,140,6500.0,2000.0,2100.0
23008,Apartamento,Leblon,3,1,1,140,8500.0,1500.0,0.0
23009,Apartamento,Vicente de Carvalho,1,0,0,40,610.0,95.0,0.0
23010,Apartamento,Tijuca,2,1,0,91,1800.0,1011.0,52.0
23011,Apartamento,Tijuca,2,0,0,65,1800.0,580.0,87.0
23012,Apartamento,Engenho Novo,2,1,1,70,1200.0,800.0,260.0
23014,Apartamento,Ipanema,4,1,2,120,5500.0,1890.0,0.0
23016,Apartamento,Cosmos,2,0,0,45,500.0,200.0,0.0
23018,Apartamento,Ipanema,3,2,1,163,8000.0,3400.0,640.0
23019,Apartamento,Cosme Velho,3,1,1,143,2800.0,1000.0,284.0
23020,Apartamento,Barra da Tijuca,4,3,2,233,6500.0,3100.0,0.0
23023,Apartamento,Tijuca,2,0,0,73,1000.0,380.0,61.0
23024,Apartamento,Barra da Tijuca,3,2,1,114,2800.0,1322.0,162.0
23025,Apartamento,Vila Isabel,2,0,0,80,1400.0,443.0,20.0
23027,Apartamento,Flamengo,4,0,1,290,9200.0,1800.0,700.0
23031,Apartamento,Leblon,2,1,1,73,3000.0,1480.0,207.0
23033,Apartamento,Barra da Tijuca,2,1,1,85,2300.0,1500.0,232.0
23036,Apartamento,Botafogo,4,2,1,160,8000.0,2200.0,398.0
23037,Apartamento,Copacabana,3,0,0,180,4500.0,855.0,232.0
23038,Apartamento,Copacabana,3,1,1,100,2700.0,1000.0,216.0
23039,Apartamento,Barra da Tijuca,4,3,4,170,4500.0,2500.0,364.0
23040,Apartamento,Tijuca,2,1,0,61,1200.0,550.0,0.0
23041,Apartamento,Copacabana,3,0,0,117,2300.0,1222.0,0.0
23043,Apartamento,Copacabana,2,1,0,85,2200.0,917.0,129.0
23044,Apartamento,Cachambi,2,1,0,80,1150.0,600.0,0.0
23047,Apartamento,Laranjeiras,1,0,0,30,1500.0,440.0,193.0
23048,Apartamento,Ipanema,3,1,1,160,6500.0,2000.0,500.0
23049,Apartamento,Barra da Tijuca,3,1,1,80,2800.0,1300.0,180.0
23050,Apartamento,Botafogo,2,1,1,74,3400.0,895.0,84.0
23052,Apartamento,Jardim Botânico,2,1,1,80,5300.0,804.0,104.0
23054,Apartamento,Barra da Tijuca,2,2,1,130,2200.0,1250.0,170.0
23055,Apartamento,Méier,2,1,0,80,1100.0,745.0,81.0
23056,Apartamento,Tijuca,2,1,0,65,1300.0,790.0,0.0
23057,Apartamento,Gávea,3,2,1,85,4700.0,1416.0,300.0
23059,Apartamento,Ipanema,3,2,1,150,6300.0,2200.0,495.0
23061,Apartamento,Barra da Tijuca,1,1,1,71,2500.0,1100.0,0.0
23063,Apartamento,Botafogo,3,2,1,170,4400.0,1950.0,364.0
23065,Apartamento,Barra da Tijuca,2,1,1,100,3000.0,1450.0,230.0
23066,Apartamento,Rio Comprido,4,1,0,110,1650.0,500.0,0.0
23067,Apartamento,Ipanema,2,0,0,65,2500.0,849.0,0.0
23069,Apartamento,Praça Seca,2,0,0,90,500.0,258.0,13.0
23074,Apartamento,Barra da Tijuca,3,3,2,315,6000.0,18134.0,1207.0
23076,Apartamento,Jacarepaguá,2,1,1,70,1550.0,360.0,27.0
23079,Apartamento,Copacabana,1,0,0,50,2000.0,430.0,0.0
23081,Apartamento,Leblon,4,1,0,104,4200.0,1250.0,355.0
23084,Apartamento,Ipanema,3,1,1,127,7000.0,1056.0,295.0
23086,Apartamento,Recreio dos Bandeirantes,3,2,1,100,2000.0,850.0,150.0
23087,Apartamento,Barra da Tijuca,3,2,1,140,5000.0,2330.0,703.0
23089,Apartamento,São Conrado,2,3,2,240,7500.0,3200.0,1180.0
23091,Apartamento,Barra da Tijuca,3,1,1,100,3200.0,1250.0,150.0
23092,Apartamento,Copacabana,3,1,0,200,6500.0,1500.0,460.0
23096,Apartamento,São Conrado,2,1,1,79,2200.0,1040.0,0.0
23097,Apartamento,Laranjeiras,1,1,0,41,1500.0,740.0,24.0
23100,Apartamento,Barra da Tijuca,2,1,1,70,2800.0,1450.0,240.0
23103,Apartamento,Recreio dos Bandeirantes,2,2,2,180,3800.0,1200.0,300.0
