,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
16147,Apartamento,Recreio dos Bandeirantes,2,1,1,62,1550.0,829.0,0.0
16149,Apartamento,Leblon,3,2,0,160,5000.0,2519.0,415.0
16151,Apartamento,Freguesia (Jacarepaguá),3,2,1,89,2100.0,1000.0,250.0
16152,Apartamento,Barra da Tijuca,2,1,1,70,2200.0,950.0,0.0
16154,Apartamento,Tijuca,2,1,1,100,2200.0,994.0,193.0
16155,Apartamento,Flamengo,2,0,0,76,2500.0,704.0,140.0
16156,Apartamento,Leme,2,1,0,41,2100.0,420.0,0.0
16158,Apartamento,Laranjeiras,3,0,0,90,2600.0,672.0,96.0
16159,Apartamento,Barra da Tijuca,1,1,0,66,4500.0,1400.0,0.0
16160,Apartamento,Copacabana,1,0,0,30,2000.0,500.0,23.0
16161,Apartamento,Barra da Tijuca,4,3,4,240,9500.0,3626.0,1502.0
16162,Apartamento,Ipanema,3,2,1,160,6500.0,2200.0,420.0
16163,Apartamento,Tijuca,3,2,1,132,2200.0,1100.0,0.0
16165,Apartamento,Campo Grande,2,1,0,50,850.0,370.0,0.0
16166,Apartamento,Andaraí,2,0,0,50,1500.0,100.0,0.0
16169,Apartamento,Tijuca,2,1,1,89,1800.0,914.0,137.0
16170,Apartamento,Tijuca,2,0,0,61,1200.0,500.0,0.0
16172,Apartamento,Barra da Tijuca,4,3,4,225,7500.0,3900.0,540.0
16174,Apartamento,Recreio dos Bandeirantes,4,2,2,300,5000.0,1168.0,363.0
16175,Apartamento,Copacabana,2,0,0,74,2500.0,830.0,720.0
16177,Apartamento,Rocha,2,1,1,60,900.0,590.0,0.0
16178,Apartamento,Tijuca,3,1,1,170,3000.0,1200.0,200.0
16179,Apartamento,Barra da Tijuca,2,2,1,110,6000.0,2100.0,0.0
16180,Apartamento,Barra da Tijuca,4,2,2,129,4500.0,1850.0,320.0
16182,Apartamento,Botafogo,2,1,1,82,4000.0,1130.0,0.0
16183,Apartamento,Recreio dos Bandeirantes,2,1,1,64,1750.0,660.0,0.0
16185,Apartamento,Copacabana,3,1,1,190,8500.0,1286.0,324.0
16186,Apartamento,Leblon,3,1,0,120,4500.0,2000.0,275.0
16189,Apartamento,Centro,2,0,0,80,2400.0,385.0,175.0
16190,Apartamento,Méier,4,2,0,130,3000.0,1200.0,240.0
16195,Apartamento,Barra da Tijuca,1,1,0,68,3000.0,606.0,0.0
16196,Apartamento,Ilha do Governador,2,1,0,65,1200.0,285.0,60.0
16197,Apartamento,Vila Isabel,2,1,0,70,1500.0,500.0,45.0
16198,Apartamento,Recreio dos Bandeirantes,1,1,1,58,1400.0,800.0,240.0
16199,Apartamento,Barra da Tijuca,1,1,0,55,2200.0,1100.0,227.0
16201,Apartamento,Copacabana,2,0,0,60,2600.0,500.0,0.0
16203,Apartamento,Botafogo,3,2,2,130,4200.0,1357.0,320.0
16204,Apartamento,Copacabana,3,1,1,130,5500.0,1220.0,220.0
16205,Apartamento,Icaraí,3,2,1,156,2950.0,1450.0,0.0
16206,Apartamento,Leblon,2,0,0,82,4000.0,750.0,170.0
16208,Apartamento,Copacabana,3,0,0,80,3100.0,1000.0,100.0
16210,Apartamento,Lagoa,3,1,0,170,4000.0,1534.0,0.0
16211,Apartamento,Leblon,1,1,0,55,6200.0,980.0,90.0
16213,Apartamento,Leblon,3,1,1,130,5000.0,1690.0,291.0
16216,Apartamento,Recreio dos Bandeirantes,3,2,3,180,3100.0,915.0,0.0
16217,Apartamento,Santa Teresa,2,0,1,70,2700.0,400.0,20.0
16221,Apartamento,Copacabana,3,2,1,160,5200.0,1675.0,0.0
16223,Apartamento,Recreio dos Bandeirantes,4,2,4,190,3950.0,1290.0,300.0
16224,Apartamento,Santa Teresa,2,0,0,95,2100.0,680.0,55.0
16227,Apartamento,Flamengo,1,0,0,40,1900.0,711.0,0.0
16228,Apartamento,Leblon,3,2,1,110,5000.0,1030.0,0.0
16233,Apartamento,Vila Isabel,2,0,0,75,1200.0,665.0,0.0
16234,Apartamento,Recreio dos Bandeirantes,2,1,1,71,1700.0,780.0,0.0
16235,Apartamento,Freguesia (Jacarepaguá),2,0,1,62,1200.0,200.0,416.0
16237,Apartamento,Copacabana,4,0,0,150,4200.0,1100.0,190.0
16238,Apartamento,Copacabana,2,0,0,76,2300.0,702.0,165.0
16240,Apartamento,Recreio dos Bandeirantes,4,2,2,120,3000.0,800.0,0.0
16242,Apartamento,Botafogo,2,1,1,62,2200.0,730.0,131.0
16243,Apartamento,Curicica,2,1,1,55,2500.0,500.0,0.0
16244,Apartamento,Barra da Tijuca,1,2,0,68,2200.0,702.0,230.0
16245,Apartamento,Laranjeiras,2,0,0,60,2300.0,712.0,90.0
16246,Apartamento,Ipanema,3,2,1,126,7800.0,1800.0,400.0
16248,Apartamento,Laranjeiras,2,1,0,75,2200.0,890.0,107.0
16250,Apartamento,São Conrado,2,1,2,103,3500.0,890.0,380.0
16252,Apartamento,Recreio dos Bandeirantes,1,0,0,54,1800.0,458.0,112.0
16254,Apartamento,Copacabana,4,1,1,240,8000.0,2400.0,650.0
16255,Apartamento,Leblon,2,1,2,100,5600.0,1400.0,300.0
16256,Apartamento,Jacarepaguá,2,1,0,90,1500.0,614.0,84.0
16258,Apartamento,Urca,3,1,1,130,4900.0,2100.0,269.0
16264,Apartamento,Copacabana,2,0,0,60,2000.0,590.0,0.0
16268,Apartamento,Copacabana,1,0,0,70,1800.0,990.0,0.0
16269,Apartamento,Vila Isabel,2,1,1,95,1700.0,750.0,0.0
16274,Apartamento,Botafogo,2,0,0,44,2000.0,386.0,25.0
16275,Apartamento,Leme,3,0,1,180,6000.0,1500.0,500.0
16276,Apartamento,Andaraí,2,1,0,57,1300.0,402.0,49.0
16279,Apartamento,Ilha do Governador,3,1,1,115,2300.0,650.0,0.0
16281,Apartamento,Lagoa,2,0,1,95,3500.0,600.0,280.0
16284,Apartamento,Andaraí,3,1,1,74,1900.0,450.0,0.0
16285,Apartamento,Barra da Tijuca,2,1,0,71,1700.0,1444.0,0.0
16288,Apartamento,Copacabana,3,1,0,82,4500.0,893.0,111.0
16289,Apartamento,Leblon,3,2,1,160,9000.0,2800.0,0.0
16291,Apartamento,Recreio dos Bandeirantes,3,2,1,110,2200.0,900.0,220.0
16292,Apartamento,Copacabana,4,1,0,160,3300.0,1600.0,190.0
16294,Apartamento,Vila Isabel,3,0,0,82,1500.0,410.0,83.0
16298,Apartamento,Tijuca,4,2,1,145,3750.0,1640.0,256.0
16301,Apartamento,Copacabana,3,0,1,150,3700.0,1500.0,258.0
16304,Apartamento,Copacabana,1,0,0,30,1200.0,350.0,0.0
16305,Apartamento,Ipanema,3,1,0,118,4600.0,1354.0,278.0
16306,Apartamento,Recreio dos Bandeirantes,3,2,1,159,2500.0,1338.0,3166.0
16310,Apartamento,Copacabana,1,0,0,42,1500.0,390.0,24.0
16311,Apartamento,Copacabana,2,0,1,100,5000.0,965.0,86.0
16314,Apartamento,Flamengo,1,1,1,76,3200.0,662.0,198.0
16315,Apartamento,Itanhangá,2,0,0,55,950.0,490.0,28.0
16317,Apartamento,Copacabana,2,1,1,75,2699.0,1620.0,110.0
16319,Apartamento,Barra da Tijuca,2,1,1,90,3500.0,521.0,0.0
16324,Apartamento,São Conrado,3,2,1,130,4500.0,2100.0,425.0
16327,Apartamento,Leblon,1,1,1,55,3000.0,1053.0,160.0
16329,Apartamento,Pechincha,2,1,0,70,1100.0,500.0,0.0
16330,Apartamento,Tijuca,2,1,1,80,2100.0,750.0,120.0
16331,Apartamento,Barra da Tijuca,3,2,1,120,5500.0,2600.0,740.0
16332,Apartamento,Vila Isabel,2,1,0,80,1600.0,454.0,113.0
16335,Apartamento,Cosme Velho,2,1,0,87,3000.0,792.0,0.0
16336,Apartamento,Tijuca,3,1,0,80,1500.0,450.0,0.0
16338,Apartamento,Copacabana,1,0,0,37,1800.0,402.0,73.0
16339,Apartamento,Copacabana,2,0,1,60,2950.0,700.0,140.0
16340,Apartamento,Campo Grande,1,1,0,41,600.0,195.0,0.0
16341,Apartamento,Tijuca,2,0,1,84,2100.0,1150.0,408.0
16342,Apartamento,Copacabana,2,0,0,82,3650.0,690.0,0.0
16343,Apartamento,Flamengo,3,1,0,165,5500.0,1550.0,35.0
16344,Apartamento,Freguesia (Jacarepaguá),2,1,0,48,1200.0,492.0,15.0
16345,Apartamento,Vicente de Carvalho,3,1,1,74,1800.0,505.0,64.0
16346,Apartamento,Flamengo,1,0,0,37,2300.0,485.0,56.0
16349,Apartamento,Leblon,3,1,0,100,4990.0,950.0,334.0
16350,Apartamento,Itanhangá,2,1,0,60,950.0,522.0,80.0
16351,Apartamento,Barra da Tijuca,3,2,2,112,5500.0,1200.0,682.0
16352,Apartamento,Catete,3,0,0,70,2700.0,600.0,72.0
16353,Apartamento,Barra da Tijuca,3,2,1,74,2800.0,622.0,64.0
16355,Apartamento,Ipanema,3,1,1,145,8000.0,1700.0,0.0
16358,Apartamento,Recreio dos Bandeirantes,2,1,1,70,2000.0,750.0,150.0
16360,Apartamento,Jacarepaguá,2,1,0,46,900.0,280.0,0.0
16362,Apartamento,Praça da Bandeira,1,0,0,36,1100.0,350.0,130.0
16368,Apartamento,Leblon,3,2,2,220,7000.0,4974.0,980.0
16369,Apartamento,Barra da Tijuca,2,1,1,72,2400.0,1200.0,222.0
16370,Apartamento,Botafogo,2,2,1,105,3600.0,1247.0,254.0
16374,Apartamento,Copacabana,4,2,2,360,6000.0,3500.0,380.0
16375,Apartamento,Leblon,2,1,1,70,4900.0,1200.0,2703.0
16379,Apartamento,Ipanema,4,2,1,250,6500.0,2800.0,674.0
16382,Apartamento,Taquara,2,1,0,50,900.0,450.0,14.0
16383,Apartamento,Recreio dos Bandeirantes,3,1,1,92,2700.0,870.0,188.0
16384,Apartamento,São Conrado,4,2,1,220,7000.0,3900.0,1000.0
16385,Apartamento,Recreio dos Bandeirantes,3,2,1,122,2500.0,462.0,0.0
16387,Apartamento,Flamengo,4,2,2,150,7000.0,1965.0,0.0
16388,Apartamento,Barra da Tijuca,2,1,2,70,4000.0,1600.0,300.0
16390,Apartamento,Leme,3,1,1,120,4200.0,900.0,0.0
16391,Apartamento,Taquara,2,1,1,130,2100.0,520.0,500.0
16392,Apartamento,Tijuca,3,1,0,92,1900.0,655.0,0.0
16394,Apartamento,Tijuca,3,1,1,95,2300.0,1400.0,118.0
16395,Apartamento,Leblon,1,0,1,58,6000.0,950.0,150.0
16396,Apartamento,Botafogo,3,1,1,101,5100.0,1340.0,342.0
16397,Apartamento,Laranjeiras,4,3,1,216,7000.0,2700.0,5000.0
16399,Apartamento,Gardênia Azul,2,1,0,50,1700.0,470.0,0.0
16404,Apartamento,Ipanema,2,0,0,65,3500.0,902.0,184.0
16405,Apartamento,Taquara,2,0,0,41,900.0,230.0,0.0
16407,Apartamento,Copacabana,3,1,0,100,3100.0,700.0,0.0
16410,Apartamento,Ipanema,3,1,1,170,8500.0,1650.0,440.0
16412,Apartamento,Ribeira,1,1,0,58,1100.0,565.0,500.0
16415,Apartamento,Copacabana,3,1,1,300,5000.0,1400.0,400.0
16421,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1600.0,550.0,0.0
16422,Apartamento,Leme,3,1,1,180,7500.0,1900.0,5000.0
16423,Apartamento,Vila Isabel,2,0,0,50,1300.0,300.0,24.0
16425,Apartamento,Barra da Tijuca,3,1,1,107,2100.0,1258.0,144.0
16426,Apartamento,Copacabana,1,0,0,25,1200.0,420.0,25.0
16430,Apartamento,Centro,2,0,0,65,2690.0,530.0,21.0
16431,Apartamento,Barra da Tijuca,2,1,1,70,1750.0,750.0,78.0
16432,Apartamento,Cosme Velho,3,1,1,130,2600.0,1034.0,240.0
16435,Apartamento,Taquara,2,0,0,50,900.0,451.0,0.0
16436,Apartamento,Tijuca,1,0,0,25,1400.0,310.0,0.0
16437,Apartamento,Botafogo,3,2,1,102,3800.0,891.0,0.0
16438,Apartamento,Del Castilho,2,1,0,100,890.0,340.0,0.0
16439,Apartamento,Laranjeiras,2,1,1,68,3300.0,1580.0,180.0
16447,Apartamento,Tijuca,2,1,0,60,1550.0,550.0,51.0
16448,Apartamento,Ipanema,3,1,1,150,7400.0,1890.0,700.0
16450,Apartamento,Copacabana,2,0,0,78,2700.0,740.0,30.0
16453,Apartamento,Leme,1,0,0,35,2000.0,450.0,50.0
16455,Apartamento,Grajaú,2,0,0,90,1500.0,500.0,90.0
16456,Apartamento,Botafogo,3,1,0,118,4500.0,1488.0,194.0
16458,Apartamento,Leblon,3,0,1,120,9500.0,2180.0,435.0
16464,Apartamento,Barra da Tijuca,2,2,1,105,4499.0,1780.0,0.0
16467,Apartamento,Méier,3,1,1,120,2000.0,796.0,172.0
16468,Apartamento,Jardim Guanabara,3,3,1,140,2300.0,800.0,0.0
16469,Apartamento,Lagoa,4,2,1,200,8000.0,2090.0,702.0
16470,Apartamento,Barra da Tijuca,4,3,4,340,5500.0,1798.0,623.0
16474,Apartamento,Centro,2,0,0,65,1600.0,400.0,0.0
16475,Apartamento,Cachambi,3,1,0,60,1400.0,660.0,37.0
16476,Apartamento,Ipanema,4,2,1,200,9500.0,3700.0,1500.0
16478,Apartamento,Tijuca,1,0,0,33,1350.0,260.0,24.0
16486,Apartamento,Ipanema,1,0,0,32,2300.0,279.0,23.0
16487,Apartamento,Jacarepaguá,2,1,0,50,1800.0,520.0,18.0
16488,Apartamento,Barra da Tijuca,2,1,1,80,2500.0,1319.0,150.0
16493,Apartamento,Botafogo,3,3,1,96,6500.0,488.0,0.0
16497,Apartamento,Recreio dos Bandeirantes,2,1,1,90,1800.0,850.0,180.0
16498,Apartamento,Cachambi,1,0,0,36,600.0,407.0,0.0
16499,Apartamento,Piedade,2,0,0,73,990.0,255.0,0.0
16500,Apartamento,Copacabana,4,2,1,200,6300.0,1650.0,0.0
16503,Apartamento,Barra da Tijuca,1,1,0,48,3200.0,1670.0,0.0
16504,Apartamento,Laranjeiras,2,1,1,71,2700.0,915.0,131.0
16506,Apartamento,Barra da Tijuca,4,1,1,133,3500.0,1200.0,423.0
16508,Apartamento,Barra da Tijuca,2,1,0,60,2350.0,960.0,183.0
16510,Apartamento,Santa Teresa,1,0,1,45,2150.0,700.0,100.0
16511,Apartamento,Barra da Tijuca,3,2,1,105,3200.0,1800.0,244.0
16512,Apartamento,Santa Teresa,2,0,0,45,1700.0,445.0,0.0
16516,Apartamento,Ipanema,4,2,1,200,9500.0,3700.0,923.0
16517,Apartamento,Copacabana,4,1,0,180,2000.0,1924.0,423.0
16518,Apartamento,Copacabana,2,1,1,100,6000.0,1200.0,300.0
16519,Apartamento,Méier,2,0,0,67,1100.0,538.0,13.0
16520,Apartamento,Barra da Tijuca,3,2,2,110,5000.0,1970.0,235.0
16521,Apartamento,Barra da Tijuca,2,1,1,77,2100.0,1000.0,100.0
16523,Apartamento,Barra da Tijuca,2,1,1,85,2200.0,1300.0,330.0
16530,Apartamento,Lagoa,2,1,2,167,7000.0,1480.0,510.0
16532,Apartamento,Tijuca,3,1,1,90,2500.0,1350.0,0.0
16534,Apartamento,Recreio dos Bandeirantes,3,1,1,106,1700.0,650.0,2057.0
16536,Apartamento,Realengo,2,0,0,60,550.0,247.0,0.0
16540,Apartamento,Barra da Tijuca,2,1,1,68,1900.0,960.0,107.0
16543,Apartamento,Recreio dos Bandeirantes,3,2,1,140,3000.0,1300.0,300.0
16545,Apartamento,Barra da Tijuca,2,1,1,80,3000.0,2000.0,220.0
16546,Apartamento,Botafogo,3,2,1,160,3900.0,2219.0,428.0
16547,Apartamento,Recreio dos Bandeirantes,2,1,1,76,2000.0,817.0,150.0
16548,Apartamento,Tijuca,1,0,0,50,1400.0,511.0,0.0
16549,Apartamento,Barra da Tijuca,3,2,1,106,3500.0,1765.0,690.0
16550,Apartamento,Tijuca,3,1,1,100,2300.0,690.0,0.0
16551,Apartamento,Piedade,2,1,0,50,1000.0,150.0,0.0
16552,Apartamento,Barra da Tijuca,1,1,0,76,1600.0,1007.0,181.0
16555,Apartamento,Tijuca,3,1,0,90,2500.0,790.0,96.0
16556,Apartamento,Copacabana,1,1,1,45,2250.0,1200.0,270.0
16558,Apartamento,Barra da Tijuca,2,1,1,70,2300.0,950.0,70.0
16560,Apartamento,Barra da Tijuca,2,1,1,70,2300.0,900.0,0.0
16561,Apartamento,Botafogo,2,1,1,92,3300.0,833.0,236.0
16565,Apartamento,Copacabana,2,2,1,78,3580.0,861.0,0.0
16568,Apartamento,Barra da Tijuca,2,1,1,80,2250.0,1150.0,138.0
16570,Apartamento,Leblon,2,0,0,68,2700.0,1050.0,187.0
16571,Apartamento,Méier,2,0,0,55,1400.0,225.0,71.0
16572,Apartamento,Barra da Tijuca,2,1,1,104,3800.0,2570.0,655.0
16573,Apartamento,Leblon,3,2,1,260,8000.0,4300.0,1185.0
16574,Apartamento,Gávea,4,3,4,571,7500.0,5000.0,1639.0
16575,Apartamento,Copacabana,1,0,0,50,2000.0,660.0,25.0
16577,Apartamento,Barra da Tijuca,4,4,3,220,8440.0,960.0,600.0
16578,Apartamento,Laranjeiras,2,0,0,65,2100.0,817.0,28.0
16579,Apartamento,Glória,1,0,0,50,1400.0,480.0,20.0
16582,Apartamento,Humaitá,2,1,1,85,2800.0,900.0,194.0
16583,Apartamento,Barra da Tijuca,3,1,1,70,2259.0,600.0,740.0
16585,Apartamento,Leme,1,0,1,27,1400.0,385.0,0.0
16586,Apartamento,Campo Grande,2,1,1,65,700.0,450.0,0.0
16587,Apartamento,Leblon,1,0,1,75,3200.0,900.0,130.0
16588,Apartamento,Méier,1,0,0,42,1200.0,380.0,15.0
16591,Apartamento,Recreio dos Bandeirantes,3,3,1,193,4500.0,840.0,502.0
16592,Apartamento,Botafogo,2,1,0,90,5600.0,1200.0,0.0
16593,Apartamento,Copacabana,3,1,0,212,5000.0,2281.0,777.0
16598,Apartamento,Recreio dos Bandeirantes,3,2,2,88,1800.0,900.0,195.0
16599,Apartamento,Taquara,2,0,0,91,1400.0,350.0,12.0
16600,Apartamento,Flamengo,2,0,0,72,2300.0,580.0,1200.0
16601,Apartamento,Recreio dos Bandeirantes,3,1,1,70,1800.0,602.0,196.0
16604,Apartamento,Recreio dos Bandeirantes,2,1,1,72,1700.0,931.0,0.0
16605,Apartamento,Copacabana,3,0,0,147,4200.0,1200.0,190.0
16606,Apartamento,Copacabana,1,0,0,38,1300.0,520.0,74.0
16607,Apartamento,Copacabana,3,0,0,125,3500.0,1700.0,0.0
16608,Apartamento,Catete,3,1,1,90,3500.0,1200.0,200.0
16609,Apartamento,Botafogo,1,1,0,61,2650.0,569.0,138.0
16610,Apartamento,Santa Teresa,3,0,0,110,1800.0,886.0,70.0
16614,Apartamento,Tijuca,2,1,1,100,1800.0,727.0,102.0
16615,Apartamento,Recreio dos Bandeirantes,2,1,1,69,2400.0,950.0,118.0
16617,Apartamento,Botafogo,2,1,1,80,2500.0,920.0,150.0
16618,Apartamento,Recreio dos Bandeirantes,3,2,1,110,2400.0,810.0,221.0
16619,Apartamento,Recreio dos Bandeirantes,2,1,2,85,1700.0,588.0,0.0
16621,Apartamento,Tijuca,3,0,0,122,1500.0,695.0,172.0
16623,Apartamento,Tijuca,2,1,0,68,2000.0,705.0,99.0
16625,Apartamento,Copacabana,2,2,1,87,5300.0,1064.0,161.0
16626,Apartamento,Flamengo,3,1,1,165,8000.0,1377.0,300.0
16629,Apartamento,Barra da Tijuca,4,3,1,189,5500.0,2700.0,435.0
16630,Apartamento,Barra da Tijuca,2,1,1,65,1300.0,900.0,0.0
16635,Apartamento,Barra da Tijuca,2,1,0,70,1400.0,690.0,0.0
16636,Apartamento,Riachuelo,2,1,0,60,950.0,450.0,15.0
16639,Apartamento,Recreio dos Bandeirantes,3,1,1,110,2500.0,693.0,1.0
16640,Apartamento,Barra da Tijuca,3,2,3,169,5000.0,1200.0,386.0
16641,Apartamento,Tijuca,2,1,0,83,2200.0,750.0,83.0
16647,Apartamento,Curicica,2,0,0,80,1200.0,80.0,0.0
16648,Apartamento,Recreio dos Bandeirantes,3,1,1,89,3000.0,940.0,207.0
16649,Apartamento,Recreio dos Bandeirantes,3,3,3,175,3500.0,650.0,4180.0
16650,Apartamento,Recreio dos Bandeirantes,2,2,1,70,1300.0,718.0,80.0
16651,Apartamento,Tijuca,2,1,1,80,1800.0,600.0,21.0
16652,Apartamento,Recreio dos Bandeirantes,2,1,1,90,2300.0,700.0,1200.0
16653,Apartamento,Recreio dos Bandeirantes,3,2,1,83,1600.0,845.0,157.0
16654,Apartamento,Copacabana,1,0,0,35,3000.0,700.0,80.0
16658,Apartamento,Barra da Tijuca,1,1,0,42,1000.0,740.0,0.0
16659,Apartamento,Copacabana,3,1,1,150,5000.0,1800.0,0.0
16662,Apartamento,Recreio dos Bandeirantes,2,1,2,74,2300.0,1350.0,0.0
16664,Apartamento,Del Castilho,2,1,1,51,1600.0,472.0,29.0
16670,Apartamento,Ipanema,3,0,0,85,3600.0,950.0,145.0
16673,Apartamento,Pechincha,2,1,0,58,1250.0,445.0,58.0
16676,Apartamento,Leblon,2,3,1,75,4200.0,819.0,209.0
16681,Apartamento,Méier,2,1,0,76,1200.0,858.0,75.0
16683,Apartamento,Recreio dos Bandeirantes,2,2,1,100,2200.0,580.0,0.0
16684,Apartamento,Recreio dos Bandeirantes,3,0,1,200,3000.0,1170.0,300.0
16685,Apartamento,Leme,2,1,0,82,3500.0,1128.0,26.0
16686,Apartamento,Barra da Tijuca,3,2,1,126,3000.0,1500.0,233.0
16687,Apartamento,Freguesia (Jacarepaguá),3,3,2,230,2500.0,1888.0,4400.0
16692,Apartamento,Gávea,3,1,0,87,3400.0,1250.0,120.0
16694,Apartamento,Copacabana,3,0,0,107,3200.0,600.0,150.0
16695,Apartamento,Recreio dos Bandeirantes,2,1,1,90,1700.0,880.0,177.0
16696,Apartamento,Engenho de Dentro,1,1,0,50,800.0,250.0,0.0
16699,Apartamento,Tijuca,3,1,1,80,2200.0,700.0,200.0
16700,Apartamento,Copacabana,3,0,1,124,3500.0,860.0,0.0
16702,Apartamento,Barra da Tijuca,3,2,1,106,3400.0,1630.0,280.0
16706,Apartamento,Recreio dos Bandeirantes,2,1,1,77,1500.0,770.0,100.0
16708,Apartamento,Recreio dos Bandeirantes,2,1,1,73,1300.0,926.0,0.0
16710,Apartamento,Jardim Botânico,2,0,0,70,2300.0,812.0,147.0
16711,Apartamento,Olaria,2,0,0,62,700.0,230.0,0.0
16713,Apartamento,Copacabana,3,1,0,160,3300.0,1741.0,0.0
16719,Apartamento,Barra da Tijuca,2,1,1,50,1700.0,484.0,38.0
16722,Apartamento,São Cristóvão,2,0,0,60,1500.0,660.0,0.0
16723,Apartamento,Barra da Tijuca,2,1,1,80,3500.0,1100.0,0.0
16724,Apartamento,Glória,1,0,0,52,1700.0,560.0,0.0
16726,Apartamento,Recreio dos Bandeirantes,3,3,1,190,4500.0,1150.0,570.0
16727,Apartamento,Copacabana,3,0,1,100,4500.0,750.0,300.0
16728,Apartamento,Higienópolis,2,1,0,88,1100.0,400.0,44.0
16731,Apartamento,Barra da Tijuca,1,2,1,90,3200.0,982.0,316.0
16732,Apartamento,Copacabana,2,0,0,75,2000.0,677.0,131.0
16733,Apartamento,Tijuca,3,1,1,80,1900.0,982.0,113.0
16736,Apartamento,Tijuca,2,1,0,72,2100.0,875.0,120.0
16739,Apartamento,Tijuca,2,1,1,86,2500.0,714.0,0.0
16742,Apartamento,Méier,1,1,0,54,1300.0,900.0,14.0
16745,Apartamento,Tijuca,2,1,0,68,1300.0,822.0,0.0
16747,Apartamento,Barra da Tijuca,4,4,4,492,7000.0,6000.0,1040.0
16748,Apartamento,Leme,2,0,0,80,5000.0,943.0,290.0
16754,Apartamento,Ipanema,2,1,0,67,2200.0,1600.0,148.0
16755,Apartamento,Barra da Tijuca,2,1,1,70,2000.0,1295.0,190.0
16756,Apartamento,Gávea,1,0,0,45,2180.0,500.0,120.0
16757,Apartamento,Leblon,4,2,4,200,9500.0,2713.0,1153.0
16758,Apartamento,Barra da Tijuca,2,1,1,65,3000.0,790.0,213.0
16759,Apartamento,Leblon,3,3,1,166,8500.0,3500.0,680.0
16763,Apartamento,Barra da Tijuca,2,2,1,115,9000.0,2470.0,4500.0
16764,Apartamento,Leblon,2,0,1,55,3500.0,1245.0,142.0
16765,Apartamento,Gávea,4,2,1,178,5800.0,1462.0,409.0
16771,Apartamento,Riachuelo,3,0,0,99,980.0,425.0,13.0
16774,Apartamento,Barra da Tijuca,3,2,1,106,2250.0,1772.0,2520.0
16775,Apartamento,Benfica,2,1,0,55,1000.0,283.0,13.0
16777,Apartamento,Recreio dos Bandeirantes,3,1,1,78,1500.0,770.0,108.0
16778,Apartamento,Grajaú,1,0,0,40,1000.0,460.0,25.0
16779,Apartamento,Vicente de Carvalho,2,1,0,50,1100.0,300.0,0.0
16780,Apartamento,Ipanema,3,1,1,160,7800.0,2600.0,461.0
16781,Apartamento,Ipanema,3,1,1,120,4700.0,1400.0,0.0
16782,Apartamento,Oswaldo Cruz,2,0,0,50,650.0,60.0,0.0
16783,Apartamento,Laranjeiras,2,1,1,82,2800.0,954.0,104.0
16784,Apartamento,Leblon,2,1,1,108,5000.0,2000.0,530.0
16785,Apartamento,Copacabana,1,0,0,44,1500.0,531.0,25.0
16788,Apartamento,Tijuca,2,1,1,80,2000.0,500.0,94.0
16789,Apartamento,Leblon,1,0,0,45,3000.0,570.0,130.0
16791,Apartamento,Leblon,3,1,1,125,8000.0,1900.0,0.0
16796,Apartamento,Barra da Tijuca,2,2,2,220,3500.0,1980.0,10.0
16797,Apartamento,Copacabana,1,0,0,21,1400.0,439.0,25.0
16799,Apartamento,Barra da Tijuca,3,3,2,240,9500.0,3526.0,1502.0
16800,Apartamento,Ipanema,2,0,1,95,7000.0,2432.0,365.0
16803,Apartamento,Copacabana,2,0,0,85,2500.0,1117.0,166.0
16804,Apartamento,Méier,1,1,0,55,800.0,400.0,17.0
16806,Apartamento,Barra da Tijuca,2,1,1,95,2500.0,1090.0,278.0
16807,Apartamento,Tijuca,2,1,1,70,2500.0,769.0,0.0
16809,Apartamento,Botafogo,2,1,0,96,2980.0,695.0,179.0
16810,Apartamento,Tijuca,2,1,1,100,3100.0,700.0,0.0
16811,Apartamento,Copacabana,2,0,0,80,2600.0,764.0,0.0
16813,Apartamento,Copacabana,4,1,0,210,5500.0,2890.0,395.0
16814,Apartamento,Grajaú,1,1,0,58,1100.0,670.0,360.0
16815,Apartamento,Grajaú,2,1,0,60,1500.0,407.0,47.0
16817,Apartamento,Humaitá,3,1,1,160,3300.0,1125.0,230.0
16819,Apartamento,Taquara,2,1,0,50,1000.0,400.0,135.0
16820,Apartamento,Recreio dos Bandeirantes,3,1,1,92,2000.0,675.0,1100.0
16822,Apartamento,Ipanema,2,1,0,86,5500.0,2000.0,0.0
16823,Apartamento,Copacabana,1,1,0,47,2500.0,900.0,500.0
16824,Apartamento,Barra da Tijuca,2,1,1,63,2800.0,1320.0,145.0
16825,Apartamento,Recreio dos Bandeirantes,2,1,1,72,1600.0,700.0,55.0
16827,Apartamento,Recreio dos Bandeirantes,3,2,1,144,2791.0,1582.0,2580.0
16832,Apartamento,Copacabana,3,1,1,100,3000.0,1200.0,0.0
16833,Apartamento,Grajaú,3,1,1,125,1900.0,1000.0,190.0
16834,Apartamento,Barra da Tijuca,4,2,2,191,3500.0,1100.0,550.0
16837,Apartamento,Leme,3,1,1,100,4500.0,970.0,165.0
16840,Apartamento,Ipanema,3,1,1,120,5800.0,1700.0,139.0
16841,Apartamento,Barra da Tijuca,3,2,2,189,9500.0,1700.0,0.0
16843,Apartamento,Leme,3,1,1,114,4800.0,1150.0,0.0
